0x400a7e: ret
0x4211d5: retw
0x401a7d: iret
0x4090a1: retf
0x40d742: add [rbp+0x738948c9],eax; cmp [rdi],cl; rex.R ret 0x389
0x422396: pop rdi; jmp 0xfffffffff191ace4; mov [rdi-0x8],rdx; ret
0x424d3e: pop rdi; jmp 0xfffffffff191d68c; mov [rdi-0x8],rdx; ret
0x477556: add bl,al; nop [rax+rax*1+0x0]; mov [rdi+0x98],rsi; ret
0x46f1bb: call 0x46f487 <init+23>; add [rax],al; mov eax,0x1; ret
0x42aa49: adc [rcx-0x2],esi; vmovups ZMMWORD [r9-0x40],zmm15; ret
0x43a1ea: mov [rdi+rdx*1-0x8],ecx; mov [rdi],rcx; vzeroupper; ret
0x4602fb: test [rax+0x4c000000],esp; mov eax,eax; vzeroupper; ret
0x460e7b: jne 0x460e30 <__wcsnlen_sse2+48>; mov rax,rdx; repz ret
0x43eeb3: add [rdx+rcx*1-0x77],dh; adc eax,0x261c1c; pop rbx; ret
0x42167e: add [rax],al; mov rdx,[rsi-0x8]; mov [rdi-0x8],rdx; ret
0x45fac1: test [rdx+0x48000001],bh; bsr eax,eax; add rax,rdi; ret
0x422336: pop rdi; jmp 0xfffffffff191ac84; mov [rdi-0x8],rdx; ret
0x47aae8: test rdx,rdx; jne 0x47aaf0 <free_slotinfo+16>; repz ret
0x436b97: mov [rdi],rcx; mov [rdi+0x8],dx; lea rax,[rdi+0x9]; ret
0x436b46: mov [rdi],ecx; mov [rdi+0x4],dx; lea rax,[rdi+0x5]; ret
0x4484fe: rex.WRXB add r8b,[r8]; mov [rbx+0x10],0x0; pop rbx; ret
0x42223a: pop rdi; jmp 0xfffffffff191ab88; mov [rdi-0x8],rdx; ret
0x44b1e5: add [rbp-0x16f98a40],al; sar [rdx+0x3190fffb],0xc0; ret
0x415cfd: add [rax-0x73],cl; add eax,0x2307b; cmovne rax,rdx; ret
0x472e7d: jne 0x472e8c <__dlvsym+140>; add rsp,0x30; pop rbx; ret
0x424cc8: pop rdi; jmp 0xfffffffff191d616; mov [rdi-0x8],rdx; ret
0x46d529: movabs ds:0x5810438948ffff91,eax; pop rdx; pop rbx; ret
0x422282: pop rdi; jmp 0xfffffffff191abd0; mov [rdi-0x8],rdx; ret
0x43b786: push rdi; fsub [rcx+rcx*4+0x2]; mov eax,0xffffffff; ret
0x4383c1: mov dh,0x47; repz movzx edx,[rsi-0xd]; sub eax,edx; ret
0x427529: rex.RXB out dx,eax; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x43a1e9: mov [rdi+rdx*1-0x8],rcx; mov [rdi],rcx; vzeroupper; ret
0x4775c6: add bl,al; nop [rax+rax*1+0x0]; mov rax,[rdi+0xa8]; ret
0x40ec97: nop cs:[rax+rax*1+0x0]; mov rax,0xffffffffffffffff; ret
0x439138: adc [rsi+0x2],edx; vmovups ZMMWORD [rsi+0xc0],zmm2; ret
0x426f97: movq [rdi-0x1c],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x477465: sub eax,[rcx+0x90]; add rax,[r8+0xd0]; add rsp,0x18; ret
0x4365b4: mov edx,[rsi+0x7]; mov [rdi],rcx; mov [rdi+0x7],rdx; ret
0x426f07: movq [rdi-0x1d],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x41687b: sub eax,0x8d480002; add eax,0x22d1b; cmovne rax,rdx; ret
0x436c17: mov [rdi],rcx; mov [rdi+0x6],rdx; lea rax,[rdi+0xd]; ret
0x40940d: rex.RXB adc [r9+0x2b],r9b; rex.RXB or [r8+0x29],r9b; ret
0x439bc9: vmovdqu64 ZMMWORD [rdi+rdx*1-0x80],zmm3; vzeroupper; ret
0x40ddd2: movabs al,ds:0x48ffffffff000000; mov [rdi+0xa8],0x0; ret
0x406fda: ror [rax+0x1],cl; ror [rax-0x3f],1; call 0x64cdbbe8; ret
0x436bf8: mov [rdi],ecx; mov [rdi+0x5],rdx; lea rax,[rdi+0xc]; ret
0x438d65: add [rsi+0x2e],ah; nop [rax+rax*1+0x0]; xor eax,eax; ret
0x4388c0: enter 0x275,0x39; enter 0xc019,0x83; fdivr st,st(7); ret
0x461bb7: cmp rax,0xfffffffffffff001; jae 0x461bc0 <uname+16>; ret
0x436573: mov edx,[rsi+0x7]; mov [rdi],rcx; mov [rdi+0x7],edx; ret
0x4142c6: mov [rip+0x28d594],eax # 0x6a1860 <__memalign_hook>; ret
0x46e006: enter 0x894c,0x47; or [rcx-0x2d],cl; jmp 0x1096695e; ret
0x41e559: movzx edx,[rsi+rcx*1+0x20]; sub eax,edx; vzeroupper; ret
0x40ed78: add [rip+0x294f95],0x1 # 0x6a3d14 <list_all_lock+4>; ret
0x436593: mov rdx,[rsi+0x5]; mov [rdi],rcx; mov [rdi+0x5],rdx; ret
0x427097: movq [rdi-0x1a],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x48f246: mov esi,0xfa1fb992; xchg [rsp+rax*1+0x6fa9ce9d],esp; ret
0x436ae7: nop cs:[rax+rax*1+0x0]; mov [rdi],dh; lea rax,[rdi]; ret
0x409ab2: mov [rdi],edx; mov fs:[rax],0x9; mov eax,0xffffffff; ret
0x436532: mov edx,[rsi+0x3]; mov [rdi],ecx; mov [rdi+0x3],edx; ret
0x436bb7: mov [rdi],ecx; mov [rdi+0x7],edx; lea rax,[rdi+0xa]; ret
0x436c37: mov [rdi],rcx; mov [rdi+0x7],rdx; lea rax,[rdi+0xe]; ret
0x461fcb: xor eax,eax; cmp rdi,rdx; ja 0x461ff8 <brk+72>; repz ret
0x477e87: jge 0x477e81 <_Unwind_Resume_or_Rethrow+321>; leave; ret
0x40eddc: mov [rip+0x294f32],0x0 # 0x6a3d18 <list_all_lock+8>; ret
0x439210: adc [rdi],eax; movups XMMWORD [rdi+rdx*1-0x10],xmm1; ret
0x40ea24: rex.RXB adc [r9],r13b; rol bl,1; mov eax,0xffffffff; ret
0x4365b3: mov rdx,[rsi+0x7]; mov [rdi],rcx; mov [rdi+0x7],rdx; ret
0x427397: movq [rdi-0x14],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x43bc73: jg 0x43bc75 <fcntl+101>; add [rax],al; add rsp,0x68; ret
0x46eeaf: add [rax],al; jne 0x46eeee <__mpn_mul_n+142>; leave; ret
0x40deb3: movabs al,ds:0x49ffffffff000000; mov [rcx+0xa8],0x0; ret
0x436583: mov edx,[rsi+0x8]; mov [rdi],rcx; mov [rdi+0x8],edx; ret
0x4484c4: cmp esi,0x3; je 0x4484d0 <do_release_shlib+16>; repz ret
0x43650d: add [rax],al; add [rbx+0x477880e],cl; mov [rdi],ecx; ret
0x41d73e: add [rax],al; bsf eax,eax; lea rax,[rax+rdi*1+0x20]; ret
0x495717: adc [rdx+0xe],al; or [rax+0xb],cl; add dh,[rcx+0xa]; ret
0x446b9f: sub [rax],al; add [rsi+0x41],ah; cmp ecx,0x860f07ff; ret
0x439ca0: rex.B std; vmovdqu64 ZMMWORD [r11],zmm4; vzeroupper; ret
0x436bd6: mov [rdi],rcx; mov [rdi+0x8],edx; lea rax,[rdi+0xb]; ret
0x427527: movq [rdi-0x11],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x48f6f1: lea ebx,[rsi-0x3271f33]; test al,0x97; xchg esp,eax; ret
0x4383b1: mov dh,0x47; repnz movzx edx,[rsi-0xe]; sub eax,edx; ret
0x40de93: add [rax],al; mov [rcx+0x130],r8; mov [r9+0xa8],0x0; ret
0x436bd7: mov [rdi],ecx; mov [rdi+0x8],edx; lea rax,[rdi+0xb]; ret
0x4391d4: adc [rsi+0x6],rdx; vmovups ZMMWORD [rsi+0x1c0],zmm2; ret
0x4780a9: in al,dx; sbb [rax-0x75],cl; rex.X or [rax-0x77],cl; ret
0x45dfea: xor [rax],al; je 0x45dff0 <_IO_wdoallocbuf+16>; repz ret
0x4274a7: movq [rdi-0x12],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x477509: je 0x477510 <_Unwind_SetGR+32>; mov [rdi+rsi*8],rdx; ret
0x45e756: lea rdx,[r8+rdx*4]; mov [rax],rdx; xor eax,eax; repz ret
0x48e9b7: mov bh,0xb8; mov ecx,0xbdbcbbba; mov esi,0xc2c1c0bf; ret
0x43a52b: jg 0x43a4f0 <handle_amd+256>; mov eax,0x80; pop rbx; ret
0x43dc1f: add [rax+0x3b],cl; push rdi; adc [rbx-0x1e],dh; repz ret
0x43a2ee: vmovdqu64 ZMMWORD [rdi+rdx*1-0x80],zmm0; vzeroupper; ret
0x436b65: mov [rdi],ecx; mov [rdi+0x3],edx; lea rax,[rdi+0x6]; ret
0x436c38: mov [rdi],ecx; mov [rdi+0x7],rdx; lea rax,[rdi+0xe]; ret
0x427317: movq [rdi-0x15],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x42753e: add [rax],al; movzx edx,[rsi-0x1]; mov [rdi-0x1],dl; ret
0x415647: jne 0x415630 <malloc_usable_size+144>; sub rax,0x10; ret
0x436c18: mov [rdi],ecx; mov [rdi+0x6],rdx; lea rax,[rdi+0xd]; ret
0x436bf7: mov [rdi],rcx; mov [rdi+0x5],rdx; lea rax,[rdi+0xc]; ret
0x46eeac: and eax,0x28; jne 0x46eeee <__mpn_mul_n+142>; leave; ret
0x40f66f: push rax; add [rax-0x77],ecx; adc eax,0x2921b8; repz ret
0x41e53f: movzx edx,[rsi+rcx*1+0x60]; sub eax,edx; vzeroupper; ret
0x46d231: add [rax-0x77],cl; rex.XB sbb [r8+0x5a],bl; pop rbx; ret
0x426e77: movq [rdi-0x1e],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x47252e: fidivr [rax-0x3b7cb701]; and [rbx+0x5d],bl; pop r12; ret
0x45ffcb: ror [rdi],cl; test [rsi+0x48000000],bl; bsf eax,edx; ret
0x41d95e: add [rax],al; bsf eax,eax; lea rax,[rax+rdi*1-0x10]; ret
0x41d72e: add [rax],al; bsf eax,eax; lea rax,[rax+rdi*1+0x10]; ret
0x43c953: jne 0x43c960 <maybe_split_for_insert.isra+128>; repz ret
0x477435: add [rax],al; add [rdx+riz*8+0x48],dh; add esp,0x18; ret
0x46d6a0: jne 0x46d6b4 <__libc_dlopen_mode+116>; add rsp,0x38; ret
0x477432: mov ecx,0xdf; add [rdx+riz*8+0x48],dh; add esp,0x18; ret
0x427197: movq [rdi-0x18],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x41e579: movzx edx,[rsi+rcx*1+0x40]; sub eax,edx; vzeroupper; ret
0x427297: movq [rdi-0x16],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x427017: movq [rdi-0x1b],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x426de7: movq [rdi-0x1f],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x4365a4: mov edx,[rsi+0x6]; mov [rdi],rcx; mov [rdi+0x6],rdx; ret
0x4365a3: mov rdx,[rsi+0x6]; mov [rdi],rcx; mov [rdi+0x6],rdx; ret
0x436594: mov edx,[rsi+0x5]; mov [rdi],rcx; mov [rdi+0x5],rdx; ret
0x4399fe: vmovdqu64 ZMMWORD [rdi+rdx*1-0x40],zmm1; vzeroupper; ret
0x4391d5: adc [rsi+0x6],edx; vmovups ZMMWORD [rsi+0x1c0],zmm2; ret
0x427117: movq [rdi-0x19],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x4142c5: mov [rip+0x28d594],rax # 0x6a1860 <__memalign_hook>; ret
0x4399a9: jg 0x439a0b; vmovdqu YMMWORD [r11],ymm8; vzeroupper; ret
0x427217: movq [rdi-0x17],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x42abb0: adc [rcx+0x6],esi; vmovups ZMMWORD [r9+0x1c0],zmm15; ret
0x45fd80: fnsave [rcx+rbx*8-0x3b]; std; xlat ds:[rbx]; retf 0xfdc5
0x45fac3: add [rax],eax; add [rax+0xf],cl; mov ebp,0xf80148c0; ret
0x4145c2: out dx,eax; mov rsi,rbx; call 0x410940 <arena_get_retry>
0x40ea15: sub edx,[rax+0x18]; mov eax,[rdi+0x10]; sub eax,edx; ret
0x40ea20: sub edx,[rax+0x10]; mov eax,[rdi+0x10]; sub eax,edx; ret
0x427417: movq [rdi-0x13],mm0; movdqu XMMWORD [rdi-0x10],xmm1; ret
0x40c9ea: mov [rdi],ecx; mov fs:[rax],0x9; mov eax,0xffffffff; ret
0x436bb6: mov [rdi],rcx; mov [rdi+0x7],edx; lea rax,[rdi+0xa]; ret
0x41d6d4: rol [rbp-0x5c7af040],0x0; add [rax],al; xor eax,eax; ret
0x42abaf: adc [rcx+0x6],rsi; vmovups ZMMWORD [r9+0x1c0],zmm15; ret
0x40fce7: enter 0x3948,0xd0; jne 0x40fcef <top_check+79>; repz ret
0x438391: mov dh,0x47; lock movzx edx,[rsi-0x10]; sub eax,edx; ret
0x435ffd: add [rax],al; add [rdx+0x48028801],cl; lea eax,[rdx]; ret
0x479d09: jne 0x479d28 <base_of_encoded_value+88>; xor eax,eax; ret
0x40fb00: cmovs eax,[rbx-0x76b7fe18]; xchg [rax-0xcfffff8],eax; ret
0x461113: add eax,0xc3000000; nop [rax+rax*1+0x0]; mov rax,0x6; ret
0x45e757: lea edx,[rax+rdx*4]; mov [rax],rdx; xor eax,eax; repz ret
0x472666: je 0x472670 <_dl_tlsdesc_resolve_hold_fixup+16>; repz ret
0x423ff6: push rdi; call 0xfffffffff0a1c948; mov [rdi-0x8],rdx; ret
0x477438: je 0x47741c <uw_install_context_1+332>; add rsp,0x18; ret
0x421550: push rdi; call 0xfffffffff0a19ea2; mov [rdi-0x8],rdx; ret
0x44978e: add eax,0x1f0f0000; add [rax],0x0; add [rax],al; repz ret
0x47510e: pop rsi; add eax,0x1e870; movss [rsp-0x28],xmm0; repz ret
0x44a73b: add [rax],al; add [rax],al; add [rax-0x39],cl; ret 0xffc0
0x451750: outs dx,ds:[rsi]; sbb ah,[rsi+0xf]; outs dx,ds:[rsi]; ret
0x488730: shl [rax+rax*1],0x0; add [rax],al; add [rax],al; ret 0x24
0x43c777: cmp rax,0xfffffffffffff001; jae 0x43c780 <munmap+16>; ret
0x4365c0: movdqu xmm0,XMMWORD [rsi]; movdqu XMMWORD [rdi],xmm0; ret
0x421512: push rdi; call 0xfffffffff0a19e64; mov [rdi-0x8],rcx; ret
0x415bc2: add [rax],al; add bl,al; nop cs:[rax+rax*1+0x0]; repz ret
0x4145c0: mov rdi,rbp; mov rsi,rbx; call 0x410940 <arena_get_retry>
0x436b63: push rsi; add ecx,[rcx+0x357890f]; lea rax,[rdi+0x6]; ret
0x40deb0: mov [rdi+0xa0],0xffffffffffffffff; mov [r9+0xa8],0x0; ret
0x4703f6: adc eax,0x1f0ffff9; add [rax],0x0; add [rax],al; repz ret
0x461ebf: jne 0x461ec9 <isatty+57>; movzx eax,al; add rsp,0x58; ret
0x477421: je 0x477440 <uw_install_context_1+368>; add rsp,0x18; ret
0x42401e: push rdi; call 0xfffffffff0a1c970; mov [rdi-0x8],rdx; ret
0x49bf67: and [rbx+0x30d4304],al; add ch,[rbp+rcx*1+0x7]; rex.R ret
0x4145c1: mov edi,ebp; mov rsi,rbx; call 0x410940 <arena_get_retry>
0x44978c: jmp 0x449d40 <_nl_unload_locale>; nop [rax+0x0]; repz ret
0x46de88: loope 0x46ded6 <__mpn_lshift+214>; mov [rdi-0x8],ecx; ret
0x46f35b: adc [rax-0x7b],cl; dec [rax+0x48e57506]; mov eax,esi; ret
0x4388c6: rol [rbx+0xfc3ffd8],0x1f; add [rax],r8b; xor eax,eax; ret
0x43d91a: cmp rax,0xfffffffffffff001; jae 0x43d923 <mremap+19>; ret
0x423f96: push rdi; call 0xfffffffff0a1c8e8; mov [rdi-0x8],rdx; ret
0x421588: push rdi; call 0xfffffffff0a19eda; mov [rdi-0x8],rcx; ret
0x43902b: jg 0x439073 <__memset_avx512_no_vzeroupper+259>; lock ret
0x42164e: push rdi; call 0xfffffffff0a19fa0; mov [rdi-0x8],rdx; ret
0x40e9ee: add [rax],al; mov eax,[rdi+0x10]; sub eax,[rsi+0x10]; ret
0x43a04d: jne 0x43a033 <__memset_sse2_unaligned_erms+147>; repz ret
0x4783ef: add [rax-0x80],al; inc [rsi*2+0x8b80f]; add [rax],al; ret
0x41e3b2: add [rax],al; jne 0x41e2c0 <__memcmp_avx2_movbe+272>; ret
0x478439: jne 0x47844e <base_from_object.part+62>; xor eax,eax; ret
0x42a8de: mov cx,WORD [rcx-0x2]; mov [rdi],si; mov [r9-0x2],cx; ret
0x4913a4: icebp; lods eax,ds:[rsi]; mov esi,0x497b96cc; retf 0x99e0
0x49bf46: add [rdi],0xd; add eax,[rdx]; movs es:[rdi],ds:[rsi]; ret
0x421626: push rdi; call 0xfffffffff0a19f78; mov [rdi-0x8],rdx; ret
0x4676ab: nop [rax+rax*1+0x0]; or [rdi+0x315],0x4; xor eax,eax; ret
0x4215fe: push rdi; call 0xfffffffff0a19f50; mov [rdi-0x8],rdx; ret
0x41d70c: nop [rax+0x0]; bsf eax,eax; lea rax,[rax+rdi*1-0x10]; ret
0x46d22f: xor eax,0x89480000; rex.XB sbb [r8+0x5a],bl; pop rbx; ret
0x4364d8: nop [rax+rax*1+0x0]; mov dx,WORD [rsi]; mov [rdi],dx; ret
0x41d739: nop [rax+0x0]; bsf eax,eax; lea rax,[rax+rdi*1+0x20]; ret
0x4276e3: add eax,0x480e8b48; mov [rdi+0x5],edx; mov [rdi],rcx; ret
0x43b6f7: neg eax; mov fs:[rcx],eax; or rax,0xffffffffffffffff; ret
0x440400: mov rax,[rip+0x264531] # 0x6a4938 <__gconv_alias_db>; ret
0x472d3f: call 0x474c90 <_dl_sym>; mov [rbx+0x18],rax; pop rbx; ret
0x439b8b: vmovdqu64 ZMMWORD [rdi+rdx*1-0x100],zmm7; vzeroupper; ret
0x42ad12: adc [rdi-0x7],esi; vmovups ZMMWORD [rdi-0x200],zmm15; ret
0x40ee1d: jae 0x40ee40 <_IO_str_underflow+80>; movzx eax,[rax]; ret
0x40d3c3: adc esi,[rcx]; ror [rax-0x7d],0xc4; or [rbx+0x5d],bl; ret
0x439f75: movq [rdi+rdx*1-0x10],mm0; movdqu XMMWORD [rdi],xmm0; ret
0x46b3cb: jae 0x46b371 <_dl_tls_get_addr_soft+33>; xor eax,eax; ret
0x45e80e: add [rax],al; mov rax,[rdi+0x48]; mov eax,[rax+0x4c]; ret
0x4215c6: push rdi; call 0xfffffffff0a19f18; mov [rdi-0x8],rdx; ret
0x4676b8: rol bl,0x66; nop [rax+rax*1+0x0]; mov eax,0xffffffff; ret
0x407cc4: jne 0x407ccf <__fxprintf+367>; add rsp,0xd0; pop rbx; ret
0x423fce: push rdi; call 0xfffffffff0a1c920; mov [rdi-0x8],rdx; ret
0x440401: mov eax,[rip+0x264531] # 0x6a4938 <__gconv_alias_db>; ret
0x46f1d9: or [rcx-0x77],0x0; mov [rdx],0xffffc002; mov eax,0x1; ret
0x456e56: add ch,[rip+0xffffffff83000000] # 0xffffffff83456e5c; ret
0x41db7f: xlat ds:[rbx]; rol [rbp+0x311b75c0],0xc0; vzeroupper; ret
0x423f58: push rdi; call 0xfffffffff0a1c8aa; mov [rdi-0x8],rcx; ret
0x42f4c8: add eax,0x81048b00; mov edx,[rcx+rdx*4]; sub eax,edx; ret
0x43db57: add [rax],al; add [rax],al; nop [rax+rax*1+0x0]; repz ret
0x42d0d1: add eax,0x8a0c8b00; mov eax,[rdx+rax*4]; sub eax,ecx; ret
0x4604f2: add [rax-0x73],cl; adc eax,0xfffd9d16; cmove rax,rdx; ret
0x43bc6f: add [rax],al; jne 0x43bcf6 <fcntl+230>; add rsp,0x68; ret
0x423ee2: push rdi; call 0xfffffffff0a1c834; mov [rdi-0x8],rcx; ret
0x438d64: add [rsi+0x2e],spl; nop [rax+rax*1+0x0]; xor eax,eax; ret
0x4599d5: dec [rax-0x77]; enter 0xc148,0xf8; add cl,[rcx+0x29]; ret
0x40a446: add [rax],al; je 0x40a44c <_IO_vtable_check+12>; repz ret
0x47a443: and al,[rax]; jne 0x47a428 <buffer_free+24>; pop rbx; ret
0x475299: jne 0x4752b8 <base_of_encoded_value+88>; xor eax,eax; ret
0x462001: add [rax+rax*1],cl; add [rax],al; mov eax,0xffffffff; ret
0x45e0c6: sub [rax-0x77],cl; push rax; sbb [rcx+0x5bc0310b],cl; ret
0x43bc6c: and eax,0x28; jne 0x43bcf6 <fcntl+230>; add rsp,0x68; ret
0x46defd: loope 0x46df4b <__mpn_rshift+59>; mov [rdi-0x10],ecx; ret
0x4348a4: mov ax,WORD [rcx+0x4]; mov [rdx+0x4],ax; mov rax,rdi; ret
0x42ad11: adc [rdi-0x7],rsi; vmovups ZMMWORD [rdi-0x200],zmm15; ret
0x41e518: test [rbx-0x3a000003],esp; std; xlat ds:[rbx]; ret 0xe883
0x423f20: push rdi; call 0xfffffffff0a1c872; mov [rdi-0x8],rdx; ret
0x460ba8: add [rax-0x73],cl; adc eax,0x30; cmovne rax,rdx; repz ret
0x42f4ca: mov eax,[rcx+rax*4]; mov edx,[rcx+rdx*4]; sub eax,edx; ret
0x430d9f: mov edx,[rcx+rdx*4]; mov eax,[rcx+rax*4]; sub eax,edx; ret
0x40f60b: add [rax],al; mov [rip+0x2921cc],rax # 0x6a17e0 <mp_>; ret
0x4383a0: movzx eax,[rdi-0xf]; movzx edx,[rsi-0xf]; sub eax,edx; ret
0x4392cf: add [rax],al; mov rcx,rdx; rep movs es:[rdi],ds:[rsi]; ret
0x439303: mov esi,[rsi]; mov [rdi+rdx*1-0x4],ecx; mov [rdi],esi; ret
0x45db35: mov [rax],rdx; mov [rax+0x10],rsi; mov [rax+0x40],rcx; ret
0x4004c6: xchg ax,ax; jmp [rip+0x2a0bfa] # 0x6a10c8; xchg ax,ax; ret
0x46d5e6: jne 0x46d5f4 <__libc_dlsym_private+100>; add rsp,0x38; ret
0x40ecb3: nop [rax]; nop cs:[rax+rax*1+0x0]; mov eax,0xffffffff; ret
0x472df3: call 0x474ba0 <_dl_vsym>; mov [rbx+0x20],rax; pop rbx; ret
0x4383e0: movzx eax,[rdi-0xb]; movzx edx,[rsi-0xb]; sub eax,edx; ret
0x40d2df: test edx,edx; jne 0x40d2d0 <_IO_least_marker+16>; repz ret
0x4391da: jl 0x439224 <__mempcpy_chk_erms+4>; adc [rsi+0x7],edx; ret
0x43b860: and eax,0x28; jne 0x43b919 <open64+281>; add rsp,0x68; ret
0x43ba37: neg eax; mov fs:[rdx],eax; mov rax,0xffffffffffffffff; ret
0x40e9ed: add [rax],r8b; mov eax,[rdi+0x10]; sub eax,[rsi+0x10]; ret
0x4383c0: movzx eax,[rdi-0xd]; movzx edx,[rsi-0xd]; sub eax,edx; ret
0x479299: jne 0x4792ae <base_from_cb_data.part+62>; xor eax,eax; ret
0x43c541: cmp eax,0xfffff000; ja 0x43c550 <getrlimit64+32>; repz ret
0x451672: ja 0x451650 <__guess_grouping.part.0+16>; mov eax,r9d; ret
0x45daf6: mov [rax],edx; mov [rax+0x10],rdx; mov [rax+0x40],rcx; ret
0x436d19: movq [rdi],mm0; mov [rdi+0xf],rcx; lea rax,[rdi+0x16]; ret
0x40ddcf: mov [rdi+0xa0],0xffffffffffffffff; mov [rdi+0xa8],0x0; ret
0x40d2de: test rdx,rdx; jne 0x40d2d0 <_IO_least_marker+16>; repz ret
0x4366a9: movq [rdi],mm0; mov [rdi+0x10],rcx; mov [rdi+0x18],dh; ret
0x44a72e: cmp eax,0xfffff000; ja 0x44a740 <sigprocmask+32>; repz ret
0x438377: movzx eax,[rdi-0x9]; movzx edx,[rsi-0x9]; sub eax,edx; ret
0x437094: xchg ax,ax; nop cs:[rax+rax*1+0x0]; lea rax,[rdi+0x1]; ret
0x42a8cb: mov ecx,ss:[rcx-0x4]; mov [rdi],esi; mov [r9-0x4],ecx; ret
0x4782ac: adc esi,[rcx]; ror [rax-0x7d],0xc4; sbb [rbx+0x5d],bl; ret
0x46c396: cmps ds:[rsi],es:[rdi]; cmp al,0x0; add [rcx-0x77],cl; ret
0x42d0d3: mov ecx,[rdx+rcx*4]; mov eax,[rdx+rax*4]; sub eax,ecx; ret
0x41f213: movzx eax,[rdi-0x1]; movzx edx,[rsi-0x1]; sub eax,edx; ret
0x42a8ad: jg 0x42a8f8 <__memmove_avx512_no_vzeroupper+376>; lock ret
0x40ecf3: nop [rax]; nop cs:[rax+rax*1+0x0]; mov rax,[rdi+0x68]; ret
0x4671de: add al,0x90; mov [rdi+0x2f4],ecx; mov [rdi+0x308],rax; ret
0x4726b8: add cl,ch; rex.X fnstcw [rax+0x489066ff]; add esp,0x8; ret
0x43c7d7: cmp rax,0xfffffffffffff001; jae 0x43c7e0 <madvise+16>; ret
0x461d29: add [rdi],cl; test [rcx+0x48000000],edi; add esp,0x78; ret
0x40dcfb: test rax,rax; jne 0x40dcf0 <_IO_enable_locks+32>; repz ret
0x436026: mov al,[rcx+0x2]; mov [rdx+0x2],al; lea rax,[rdx+0x2]; ret
0x41f460: movzx eax,[rdi-0x1]; movzx ecx,[rsi-0x1]; sub eax,ecx; ret
0x436054: mov al,[rcx+0x4]; mov [rdx+0x4],al; lea rax,[rdx+0x4]; ret
0x426d76: lddqu xmm0,[rsi-0x10]; movdqu XMMWORD [rdi-0x10],xmm0; ret
0x4383b0: movzx eax,[rdi-0xe]; movzx edx,[rsi-0xe]; sub eax,edx; ret
0x43b863: add [rax],al; jne 0x43b919 <open64+281>; add rsp,0x68; ret
0x4383f0: movzx eax,[rdi-0xa]; movzx edx,[rsi-0xa]; sub eax,edx; ret
0x43d947: cmp rax,0xfffffffffffff001; jae 0x43d950 <sysinfo+16>; ret
0x436c98: movq [rdi],mm0; mov [rdi+0xf],ecx; lea rax,[rdi+0x12]; ret
0x479814: or ecx,[rbx+0x74c08507]; add eax,0xffff50e9; push rbx; ret
0x4383d0: movzx eax,[rdi-0xc]; movzx edx,[rsi-0xc]; sub eax,edx; ret
0x45db36: mov [rax],edx; mov [rax+0x10],rsi; mov [rax+0x40],rcx; ret
0x40f845: jmp [rsi+0x2e]; nop [rax+rax*1+0x0]; xor eax,eax; repz ret
0x479852: test eax,eax; jne 0x479860 <__register_frame+16>; repz ret
0x46fc21: pop rbx; add [rax],al; add [rax+0xf],cl; rex.RB ret 0x66c3
0x456f4c: test [rip+0xffffffff83fffffd],cl # 0xffffffff84456f4f; ret
0x4392f3: mov rsi,[rsi]; mov [rdi+rdx*1-0x8],rcx; mov [rdi],rsi; ret
0x436628: movq [rdi],mm0; mov [rdi+0x10],ecx; mov [rdi+0x14],dh; ret
0x46231d: rol [rdx],0x85; leave; jne 0x462370 <is_dst+160>; repz ret
0x4392f4: mov esi,[rsi]; mov [rdi+rdx*1-0x8],rcx; mov [rdi],rsi; ret
0x40dcfc: test eax,eax; jne 0x40dcf0 <_IO_enable_locks+32>; repz ret
0x46ae7a: test edi,edi; jne 0x46ae50 <_dl_count_modids+48>; repz ret
0x436c79: movq [rdi],mm0; mov [rdi+0x10],cx; lea rax,[rdi+0x11]; ret
0x436cf9: movq [rdi],mm0; mov [rdi+0xe],rcx; lea rax,[rdi+0x15]; ret
0x43fb62: loopne 0x43fbc1 <_dl_discover_osversion+257>; pop r12; ret
0x477529: call 0x4063d0 <abort>; xchg ax,ax; mov rax,[rdi+0x98]; ret
0x45e7eb: mov ecx,[rdx+0x48]; cmp ecx,[rdx+0x4c]; cmove eax,ecx; ret
0x421c15: mov ecx,[rsi-0x2]; mov [rdi-0x3],dx; mov [rdi-0x2],cx; ret
0x45fbd2: shl [rsi+0xf],0xd7; shl [rsi+0xf],1; outs dx,ds:[rsi]; ret
